access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts,federal_agency.id,federal_agency.code,federal_agency.name
public,24 hours daily,,,2024-12-03,,ELEC,Public,150325,,2019-12-18,,,E,,,"Walmart 2527 - San Clemente, CA",833-632-2778,2024-12-03T03:18:24Z,GPS,33.45483,-117.60665,San Clemente,US,,,CA,951 Avenida Pico,92673,,,,,,,,,,,,"['J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['200066'],"['200066-01', '200066-02', '200066-03', '200066-50']",,,
public,,,,2024-07-01,,ELEC,Public,150650,,2019-06-28,P,,E,,,Barona Resort and Casino - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.939979,-116.873918,Lakeside,US,,,CA,1932 Wildcat Canyon Rd,92040,,,,,,,,,,,,['TESLA'],,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['45162'],,,,
public,,,,2024-07-01,,ELEC,Public,150676,,2019-05-01,P,,E,,,Westin Gaslamp District - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,32.714394,-117.163205,San Diego,US,,,CA,910 Broadway Cir,92101,,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['55444'],,,,
public,,,,2024-07-01,,ELEC,Public,150729,,2019-06-21,P,,E,,,UCSD - Athena Garage - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,32.879593,-117.221816,La Jolla,US,,,CA,9415 Campus Point Dr,92093,,,,,,,,,,,,['TESLA'],,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['55254'],,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,150806,,2019-12-26,,,E,,,"Walmart 2150 - San Diego, CA",833-632-2778,2024-12-03T03:17:37Z,GPS,32.58078,-117.03404,San Diego,US,,,CA,710 Dennery Road,92154,,,,,,,,,,,,"['J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['200143'],"['200143-01', '200143-02', '200143-03', '200143-50']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,151050,,2016-08-26,,False,E,,,Plaza Paseo Real,888-264-2208,2024-12-04T01:36:47Z,GPS,33.104662,-117.268451,Carlsbad,US,,,CA,6941-6985 El Camino Real,92009,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6147'],"['2S3U-01', '2S3U-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,2024-09-18,ELEC,TEMPORARILY UNAVAILABLE (Public),151051,,2019-06-27,,False,T,,,Poinsettia Village,888-264-2208,2024-12-04T01:26:48Z,GPS,33.101186,-117.31117,Carlsbad,US,,,CA,7130 Avenida Encinas,92011,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['5051'],"['2Y72-01', '2Y72-02']",,,
public,Mon 9:30am - 9:00pm; Tue 9:30am - 9:00pm; Wed 9:30am - 9:00pm; Thu 9:30am - 9:00pm; Fri 9:30am - 9:00pm; Sat 9:30am - 9:00pm; Sun 9:30am - 9:00pm,,,2024-12-04,,ELEC,Public,151054,,2014-01-18,,False,E,,,Otay Ranch Town Center,888-264-2208,2024-12-04T01:39:28Z,GPS,32.623326,-116.96743,Chula Vista,US,,,CA,2015 Birch Rd,91915,,,,,,,,,,,,['J1772'],,,5.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6463'],"['2HK9-01', '2HK9-02', '2HK9-04', '2HK9-05', '2HK9-06']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,151055,,2015-03-30,,False,E,,,Chula Vista Center DCFC,888-264-2208,2024-12-04T01:34:42Z,GPS,32.630979,-117.085371,Vista,US,,,CA,555 Broadway Chula,91910,,,,,,,,,,,,['J1772COMBO'],1.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['5953'],['2J4G-07'],,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,151065,,2017-05-19,,False,E,,,Parkway Plaza Macys,888-264-2208,2024-12-04T01:36:38Z,GPS,32.805063,-116.964982,El Cajon,US,,,CA,415 Parkway Plaza,92020,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6134'],"['2L05-03', '2L05-04']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,151068,,2017-08-31,,False,E,,,El Norte Parkway Plaza,888-264-2208,2024-12-04T01:35:19Z,GPS,33.1483,-117.106791,Escondido,US,,,CA,964-1042 W. El Norte Parkway,92026,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6012'],"['24LJ-01', '24LJ-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,2024-11-13,ELEC,TEMPORARILY UNAVAILABLE (Public),151147,,2016-05-09,,False,T,,,Twin Peaks,888-264-2208,2024-12-04T01:40:09Z,GPS,32.980538,-117.061119,Poway,US,,,CA,14837 Pomerado Road,92064,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['6553'],"['2EMA-01', '2EMA-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,151234,,2015-11-16,,False,E,,,The Hub Hillcrest Market,888-264-2208,2024-12-04T01:40:17Z,GPS,32.749561,-117.153995,San Diego,US,,,CA,1030 University Ave,92103,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6566'],"['2CP2-01', '2CP2-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,151235,,2017-08-30,,False,E,,,4S Commons Town Center,888-264-2208,2024-12-04T01:33:50Z,GPS,33.020008,-117.111433,San Diego,US,,,CA,10550 Craftsman Way,92127,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['5854'],"['2NRF-01', '2NRF-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,151237,,2015-09-30,,False,E,,,Point Loma Plaza Vons,888-264-2208,2024-12-04T01:36:49Z,GPS,32.751617,-117.217528,San Diego,US,,,CA,3645 Midway Dr,92110,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6151'],"['208I-01', '208I-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,2024-09-18,ELEC,TEMPORARILY UNAVAILABLE (Public),151238,,2018-05-14,,False,T,,,Balboa Mesa Shopping Center Entrance,888-264-2208,2024-12-04T01:34:17Z,GPS,32.819361,-117.17972,San Diego,US,,,CA,5401-5605 Balboa Ave,92111,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['5908'],"['2FQO-03', '2FQO-04']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,2024-10-24,ELEC,TEMPORARILY UNAVAILABLE (Public),151239,,2017-07-12,,False,T,,,Friars Mission Center,888-264-2208,2024-12-04T01:35:27Z,GPS,32.775249,-117.155596,San Diego,US,,,CA,5604-5698 Mission Center Rd,92108,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['6025'],"['2QLK-01', '2QLK-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,151240,,2015-09-21,,False,E,,,Navajo Shopping Center,888-264-2208,2024-12-04T01:36:22Z,GPS,32.802548,-117.01267,San Diego,US,,,CA,8650 Lake Murray Blvd,92119,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6107'],"['2550-01', '2550-02']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,152513,,2020-01-17,,,E,,,"Walmart 2177 - San Diego, CA",833-632-2778,2024-12-03T03:18:20Z,GPS,32.8046,-117.11514,San Diego,US,,,CA,3382 Murphy Canyon Rd.,92123,,,,,,,,,,,,"['J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['200144'],"['200144-01', '200144-02', '200144-03', '200144-50']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,2024-11-22,ELEC,TEMPORARILY UNAVAILABLE (Public),152716,,2020-01-20,,False,T,,,Otay Ranch Town Center DCFC,888-264-2208,2024-12-04T01:39:30Z,GPS,32.623022,-116.96711,Chula Vista,US,,,CA,2015 Birch Rd,91915,,,,,,,,,,,,['J1772COMBO'],1.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['6466'],['2HK9-07'],,,
public,Mon 10:00am - 10:00pm; Tue 10:00am - 10:00pm; Wed 10:00am - 10:00pm; Thu 10:00am - 10:00pm; Fri 10:00am - 10:00pm; Sat 10:00am - 10:00pm; Sun 10:00am - 10:00pm,,,2024-12-04,,ELEC,Public,152717,,2020-01-20,,False,E,,,Otay Ranch Town Center Macys,888-264-2208,2024-12-04T01:39:30Z,GPS,32.622546,-116.96926,Chula Vista,US,,,CA,2015 Birch Rd,91915,,,,,,,,,,,,['J1772'],,,4.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6467'],"['2HK9-08', '2HK9-09', '2HK9-10', '2HK9-11']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,152718,,2020-01-20,,False,E,,,Rancho San Diego Village,888-264-2208,2024-12-04T01:32:16Z,GPS,32.746568,-116.959186,La Mesa,US,,,CA,3665 Avocado Blvd,91941,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['5689'],"['258G-01', '258G-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,152719,,2020-01-20,,False,E,,,Parkway Plaza Jamba Juice,888-264-2208,2024-12-04T01:36:38Z,GPS,32.806553,-116.966932,El Cajon,US,,,CA,415 Parkway Plaza,92020,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6133'],"['2L05-01', '2L05-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,2024-09-18,ELEC,TEMPORARILY UNAVAILABLE (Public),152721,,2020-01-20,,False,T,,,Whole Foods Market Hillcrest,888-264-2208,2024-12-04T01:39:04Z,GPS,32.747815,-117.157928,San Diego,US,,,CA,711 University Ave,92103,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['6410'],"['265Z-01', '265Z-02']",,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,2024-09-18,ELEC,TEMPORARILY UNAVAILABLE (Public),152722,,2020-01-20,,False,T,,,Point Loma Plaza Handicap Only,888-264-2208,2024-12-04T01:36:49Z,GPS,32.751556,-117.217694,San Diego,US,,,CA,3645 Midway Dr,92110,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['6150'],['208I-03'],,,
public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2024-12-04,,ELEC,Public,152723,,2020-01-20,,False,E,,,Balboa Mesa Shopping Center Vons,888-264-2208,2024-12-04T01:34:18Z,GPS,32.818688,-117.179398,San Diego,US,,,CA,5401-5605 Balboa Ave,92111,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['5909'],"['2FQO-01', '2FQO-02']",,,
public,Mon 6:00am - 10:00pm; Tue 6:00am - 10:00pm; Wed 6:00am - 10:00pm; Thu 6:00am - 10:00pm; Fri 6:00am - 10:00pm; Sat 6:00am - 10:00pm; Sun 6:00am - 10:00pm,,,2024-12-04,,ELEC,Public,152724,,2020-01-20,,False,E,,,The Shops at La Jolla Village,888-264-2208,2024-12-04T01:39:40Z,GPS,32.86857,-117.23123,La Jolla,US,,,CA,8801-8879 Villa La Jolla Dr,92037,,,,,,,,,,,,['J1772'],,,4.0,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6492'],"['2FE8-01', '2FE8-02', '2FE8-03', '2FE8-04']",,,
private,Employee use only,GOVERNMENT,,2024-10-11,,ELEC,Private - Government only,153212,HD,2020-06-01,LG,,E,,FLEET_GARAGE,Trillium - San Diego Metropolitan Transit System,,2024-10-11T18:09:31Z,200-8,32.824786,-117.157551,San Diego,US,Opportunity Rd and Ruffner St,,CA,4630 Ruffner St,92111,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,Free,,True,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,,,,,
private,Fleet use only,GOVERNMENT,,2024-10-11,,ELEC,Private - Government only,153213,HD,2020-06-01,LG,,E,,FLEET_GARAGE,Trillium - San Diego Metropolitan Transit System,,2024-10-11T18:09:31Z,200-9,32.59578,-117.054443,Chula Vista,US,Main St and Hilltop Dr,,CA,3650 Main St,91911,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,,,,,
private,For fleet use only,GOVERNMENT,,2024-10-11,,ELEC,Private - Government only,153214,,2020-08-31,LG,,E,,FLEET_GARAGE,San Diego Metropolitan Transit System - East County Division,,2024-10-11T18:09:31Z,200-9,32.812833,-116.970214,El Cajon,US,Vernon Way & N Johnson Ave,,CA,1213 N Johnson Ave,92020,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,,,,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,153835,,2018-06-27,,,E,,,The Californian,800-663-5633,2024-12-04T00:32:00Z,GPS,32.7506526,-117.2156998,San Diego,US,,,CA,3233 Kemper Street,92110,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,$1.25-$5.00/Hr Variable Parking Fee,,False,,,,,,,,,,,,,,,,,,,,,Public,,['d0e864cf-fb2a-3dbf-1307-c00000004265'],"['ec7d626f-5a87-3f0b-1307-200000007057', 'ec7d626f-5a87-3f0b-1307-200000007061']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,154597,,2020-03-21,,,E,,,UDR MARKET ST 1,888-758-4389,2024-12-03T01:28:43Z,GPS,32.711187,-117.156132,San Diego,US,,,CA,969 Market St,92101,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2130571'],"['23052301', '23052311']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,154598,,2020-03-21,,,E,,,UDR STRATA 2,888-758-4389,2024-12-03T01:28:43Z,GPS,32.711324,-117.15616,San Diego,US,,,CA,969 Market St,92101,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2130511'],"['2543151', '2543161']",,,
public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,2024-07-01,,ELEC,Public,154798,,2020-03-27,P,,E,,SHOPPING_MALL,The Shops at Missions Viejo - Tesla Supercharger,877-798-3752,2024-08-14T18:58:22Z,GPS,33.557287,-117.668031,Mission Viejo,US,,,CA,555 The Shops at Mission Viejo,92691,,,,,,,,,,,,['TESLA'],10.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['6680'],,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,154836,,2020-03-31,,,E,,,CHULA VISTA B15 B16,888-758-4389,2024-12-03T01:29:22Z,GPS,32.617846,-117.034709,Chula Vista,US,,,CA,1244 Oleander Ave,91911,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2298511'],"['2872401', '2872411']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,154837,,2020-03-31,,,E,,,CHULA VISTA B05 B06,888-758-4389,2024-12-03T01:29:23Z,GPS,32.617791,-117.034891,Chula Vista,US,,,CA,1292 Waxwing Ln,91911,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2298921'],"['2873201', '2873211']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,154838,,2020-03-31,,,E,,,CHULA VISTA B01 B02,888-758-4389,2024-12-03T01:29:22Z,GPS,32.617708,-117.034857,Chula Vista,US,,,CA,1262 Oleander Ave,91911,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2298781'],"['2872931', '2872941']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,154839,,2020-03-31,,,E,,,EL CAJON A01,888-758-4389,2024-12-03T01:29:21Z,GPS,32.827884,-116.90042,El Cajon,US,To the right after you enter the driveway,,CA,13516 Camino Canada,92021,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2274891'],['2825491'],,,
private,24 hours daily; Also accepts Paypal,,A D M V,2024-01-09,,ELEC,Private,155054,MD,2018-08-22,SG,,E,,STATE_GOV,Caltrans District 11,,2024-01-31T22:07:01Z,GPS,32.7570326,-117.199369999999,San Diego,US,,,CA,4050 Taylor St,92110,,,,,,,,,,,,['J1772'],,,5.0,EV Connect,http://evconnect.com/,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,155195,,2020-04-04,,,E,,,Shops at Mission Viejo,833-632-2778,2024-12-03T03:17:27Z,GPS,33.55726,-117.66801,Mission Viejo,US,,,CA,555 Shops Blvd.,92691,,,,,,,,,,,,['J1772COMBO'],4.0,,,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['200038'],"['200038-01', '200038-02', '200038-03', '200038-04']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,155419,,2020-04-18,,,E,,,PRP OCEANSIDE A02,888-758-4389,2024-12-03T01:27:35Z,GPS,33.176771,-117.352445,Oceanside,US,Straight in from the driveway,,CA,1928 S Moreno St,92054,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2099251'],['2502211'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,155420,,2020-04-18,,,E,,,PRP OCEANSIDE B17 B18,888-758-4389,2024-12-03T01:27:34Z,GPS,33.176903,-117.352209,Oceanside,US,Straight in from the driveway,,CA,1330 Vista Way,92054,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2099201'],"['2502131', '2502141']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,155872,,2020-04-30,,,E,,,PRP NATIONALCTY B01,888-758-4389,2024-12-03T01:30:27Z,GPS,32.659824,-117.074666,National City,US,,,CA,2300 Sweetwater Rd,91950,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL3485261'],['1004571'],,,
public,24 hours daily,,,2024-12-03,2024-11-09,ELEC,TEMPORARILY UNAVAILABLE (Public),156031,,2020-05-02,,,T,,,NEW ERA NEW ERA,888-758-4389,2024-12-03T01:30:24Z,GPS,33.141132,-117.14553,San Marcos,US,Behind Wild Barrel Brewery (North),,CA,682 Rancheros Dr,92069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['USCPIL3479821'],"['5217311', '5217321']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,156132,,2020-05-08,,,E,,,University of San Diego - Main,888-998-2546,2024-12-04T00:17:51Z,GPS,32.772387438622,-117.1856969879022,San Diego,US,,,CA,5998 Alcala Park,92110,,,,,,,,,,,,['J1772'],,,7.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000504240'],"['304869e3-3923-4c0a-a94f-5784d42feb06', '465ba1dd-d734-8158-93cc-330000705584', '465ba1dd-d734-8158-93cc-330000708842', '465ba1dd-d734-8158-93cc-330000741558', '46d92bf2-3bde-4eef-a672-0f2de530019e', '5f87498a-40bb-4daa-a75f-22b268761eee', '6745e7c3-83d3-49cb-a478-bac6ecbc3957']",,,
